Customer_ID,Age,Gender,Region,Income_Range,Account_Tenure_Years,Transaction_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Status,Payment_Method,Credit_Limit,Current_Balance,Reward_Points_Earned,Reward_Points_Redeemed,Risk_Flag
CUST115667,30.0,Female,California,Medium,14,TXN515667,2022-07-20,4902.0,Food,Paid,Debit Card,98173.0,16687.0,3088,3164,Low
CUST115668,20.0,Female,California,Medium,7,TXN515668,2023-11-26,1428.0,Travel,Paid,Bank Transfer,50157.0,52775.0,2397,2905,Medium
CUST115669,43.0,Male,New York,Medium,9,TXN515669,2022-10-03,2870.0,Food,Paid,Bank Transfer,29934.0,7396.0,2948,2132,Low
CUST115670,43.0,Female,Arizona,Low,3,TXN515670,2022-11-05,1642.0,Online Shopping,Paid,UPI,23479.0,30117.0,4628,1905,Low
CUST115671,35.0,Male,Texas,Low,9,TXN515671,2022-11-19,751.0,Groceries,Paid,Credit Card,36669.0,343.0,4735,199,Low
CUST115672,49.0,Female,California,Medium,7,TXN515672,2022-11-25,4824.0,Food,Defaulted,Bank Transfer,17380.0,22856.0,4892,85,Low
CUST115673,31.0,Female,Georgia,Low,2,TXN515673,2022-03-09,3724.0,Travel,Late,Debit Card,60496.0,79675.0,669,2079,Low
CUST115674,64.0,Male,Washington,Low,13,TXN515674,2022-08-06,4311.0,Utilities,Paid,Debit Card,15120.0,34910.0,899,3439,Low
CUST115675,20.0,Female,Oregon,High,3,TXN515675,2022-06-12,3097.0,Health,Defaulted,Credit Card,56073.0,77930.0,1064,1773,High
CUST115676,18.0,Female,Washington,Low,12,TXN515676,2023-07-14,982.0,Food,Paid,Bank Transfer,26128.0,1456.0,2782,3328,Low
CUST115677,43.0,Female,Ohio,Low,14,TXN515677,2023-09-01,969.0,Utilities,Paid,UPI,57586.0,43056.0,2817,1378,Low
CUST115678,41.0,Male,Washington,Medium,4,TXN515678,2023-03-20,1738.0,Groceries,Paid,Credit Card,85520.0,73388.0,3830,664,Low
CUST115679,66.0,Female,New York,Low,13,TXN515679,2022-03-06,1167.0,Retail,Paid,UPI,45919.0,14799.0,401,3370,Low
CUST115680,52.0,Female,Oregon,High,12,TXN515680,2023-02-28,4846.0,Entertainment,Paid,Credit Card,51187.0,34433.0,1096,1871,Low
CUST115681,31.0,Female,Washington,High,10,TXN515681,2022-04-20,4291.0,Travel,Paid,Debit Card,80339.0,55342.0,4761,2216,Medium
CUST115682,20.0,Male,Texas,Medium,4,TXN515682,2022-06-11,2644.0,Entertainment,Paid,Debit Card,50234.0,57757.0,4853,2558,Low
CUST115683,30.0,Male,California,High,4,TXN515683,2023-11-21,1207.0,Online Shopping,Defaulted,Debit Card,24240.0,70941.0,1488,2871,Low
CUST115684,64.0,Male,Oregon,Low,4,TXN515684,2022-04-04,3695.0,Entertainment,Paid,Bank Transfer,65792.0,48317.0,2726,3035,Low
CUST115685,67.0,Female,Texas,Low,2,TXN515685,2023-06-27,4868.0,Travel,Paid,UPI,30604.0,42391.0,1526,1349,Low
CUST115686,31.0,Male,Ohio,Low,9,TXN515686,2022-06-18,1635.0,Online Shopping,Late,Credit Card,67860.0,76372.0,3183,2332,Low
CUST115687,38.0,Female,California,Low,5,TXN515687,2023-10-14,2391.0,Groceries,Paid,UPI,10999.0,47314.0,4461,2200,Low
CUST115688,43.0,Male,Illinois,Medium,2,TXN515688,2023-08-16,1798.0,Retail,Paid,Debit Card,78820.0,32558.0,1855,3566,Medium
CUST115689,20.0,Female,Ohio,High,3,TXN515689,2022-09-28,3543.0,Retail,Defaulted,Debit Card,29676.0,74506.0,1867,1467,Low
CUST115690,68.0,Male,Oregon,Low,6,TXN515690,2023-05-18,4469.0,Groceries,Late,Credit Card,45027.0,,1427,245,Low
CUST115691,57.0,Male,Florida,High,2,TXN515691,2022-08-20,4604.0,Retail,Paid,Credit Card,32944.0,15746.0,1747,657,Low
CUST115692,21.0,Female,Arizona,Medium,9,TXN515692,2022-02-19,3359.0,Travel,Paid,Credit Card,55508.0,42442.0,2280,3441,Medium
CUST115693,53.0,Female,Oregon,Medium,13,TXN515693,2023-11-03,2926.0,Online Shopping,Paid,Credit Card,79187.0,24545.0,928,3127,High
CUST115694,68.0,Female,Georgia,Medium,8,TXN515694,2022-03-03,476.0,Entertainment,Paid,Credit Card,78807.0,60352.0,2652,2959,Low
CUST115695,60.0,Male,Oregon,Medium,7,TXN515695,2022-06-11,1223.0,Food,Paid,UPI,16956.0,29990.0,3393,1781,Low
CUST115696,18.0,Male,Texas,Low,4,TXN515696,2022-12-28,1953.0,Health,Paid,Bank Transfer,33660.0,24824.0,3060,2361,Medium
CUST115697,57.0,Female,Oregon,Low,9,TXN515697,2023-04-12,2986.0,Food,Paid,Credit Card,92461.0,53989.0,4510,1965,High
CUST115698,64.0,Female,Georgia,Medium,13,TXN515698,2023-10-31,1556.0,Groceries,Late,Debit Card,24162.0,20960.0,1291,2210,Low
CUST115699,50.0,Female,Georgia,Low,1,TXN515699,2023-03-20,1527.0,Entertainment,Paid,UPI,43975.0,78271.0,4523,1241,Medium
CUST115700,24.0,Male,Ohio,High,14,TXN515700,2023-01-26,2382.0,Health,Paid,Debit Card,83208.0,12415.0,3389,2457,Low
CUST115701,69.0,Female,Arizona,Medium,1,TXN515701,2023-10-05,1526.0,Utilities,Late,UPI,26901.0,19238.0,24,2925,Low
CUST115702,69.0,Male,California,Medium,4,TXN515702,2023-04-19,1060.0,Health,Paid,Credit Card,16084.0,44687.0,54,2389,Low
CUST115703,28.0,Male,Georgia,Medium,13,TXN515703,2022-03-28,2451.0,Groceries,Paid,Debit Card,64831.0,33807.0,672,811,Low
CUST115704,44.0,Male,Washington,Medium,4,TXN515704,2023-06-03,2206.0,Groceries,Paid,Credit Card,5392.0,47287.0,2798,1831,Low
CUST115705,31.0,Male,Arizona,High,9,TXN515705,2023-11-11,3053.0,Travel,Paid,Bank Transfer,43220.0,47212.0,2512,2511,Low
CUST115706,39.0,Male,New York,Medium,12,TXN515706,2023-02-10,1968.0,health,Paid,Debit Card,69451.0,6532.0,1945,3803,Low
CUST115707,33.0,Male,Washington,Medium,7,TXN515707,2022-01-02,4156.0,Online Shopping,Paid,Bank Transfer,29453.0,54793.0,765,1659,Low
CUST115708,63.0,Male,Washington,Low,8,TXN515708,2022-06-21,3350.0,Groceries,Paid,Debit Card,39754.0,29836.0,375,1390,Low
CUST115709,29.0,Female,Illinois,Medium,2,TXN515709,2022-07-13,271.0,Retail,Paid,Credit Card,99400.0,40256.0,3196,2275,Low
CUST115710,66.0,Other,Florida,Medium,4,TXN515710,2022-02-11,1817.0,Entertainment,Late,Credit Card,80399.0,26899.0,605,2100,Low
CUST115711,63.0,Male,California,High,6,TXN515711,2023-07-30,1615.0,Food,Late,Debit Card,80601.0,18919.0,1132,279,High
CUST115712,27.0,Male,Texas,Medium,13,TXN515712,2022-02-06,1338.0,Entertainment,Paid,Bank Transfer,88984.0,53905.0,1161,1683,Medium
CUST115713,41.0,Female,Texas,High,8,TXN515713,2022-07-27,3841.0,Health,Paid,Credit Card,58601.0,23534.0,4775,3478,Low
CUST115714,63.0,Male,Ohio,Medium,10,TXN515714,2022-03-18,1171.0,Groceries,Paid,Debit Card,6497.0,21459.0,4708,515,Low
CUST115715,35.0,Male,Ohio,High,8,TXN515715,2023-06-01,4003.0,Entertainment,Paid,Bank Transfer,94085.0,53290.0,2628,990,Low
CUST115716,39.0,Male,Oregon,High,11,TXN515716,2023-04-29,3805.0,Retail,Paid,UPI,21658.0,30876.0,3,485,Low
CUST115717,26.0,Female,Washington,High,8,TXN515717,2022-03-01,853.0,Travel,Defaulted,Bank Transfer,64700.0,75259.0,3943,1309,Low
CUST115718,34.0,Female,Oregon,Medium,13,TXN515718,2023-03-11,3300.0,Travel,Paid,Bank Transfer,33947.0,8253.0,3176,123,Medium
CUST115719,55.0,Other,New York,High,12,TXN515719,2023-07-28,126.0,Groceries,Paid,Credit Card,57878.0,59533.0,2102,975,Medium
CUST115720,57.0,Female,Arizona,High,4,TXN515720,2023-11-25,2800.0,Entertainment,Paid,Credit Card,5569.0,56247.0,733,2641,Medium
CUST115721,30.0,Male,New York,Low,6,TXN515721,2023-02-22,935.0,Utilities,Paid,Bank Transfer,13000.0,11157.0,4225,2282,Medium
CUST115722,67.0,Female,Florida,Medium,4,TXN515722,2023-06-21,580.0,Online Shopping,Paid,UPI,5960.0,29873.0,4599,375,Low
CUST115723,54.0,Female,Illinois,Low,2,TXN515723,2023-02-11,1901.0,Utilities,Paid,Bank Transfer,23803.0,22572.0,2436,3976,Low
CUST115724,23.0,Male,Georgia,Low,8,TXN515724,2022-10-30,4152.0,Food,Paid,Debit Card,80471.0,47519.0,4388,180,Low
CUST115725,38.0,Female,Texas,High,10,TXN515725,2022-01-02,3023.0,Health,Paid,Credit Card,39192.0,998.0,2435,432,High
CUST115726,68.0,Female,New York,Medium,7,TXN515726,2023-11-17,1067.0,Utilities,Paid,UPI,45278.0,49242.0,3466,235,Low
CUST115727,53.0,Female,Washington,Medium,11,TXN515727,2022-04-22,1099.0,Travel,Paid,Bank Transfer,13765.0,30114.0,3779,3794,Low
CUST115728,24.0,Male,Illinois,Medium,1,TXN515728,2023-03-04,2410.0,Utilities,Paid,Credit Card,44404.0,6689.0,1988,2841,Low
CUST115729,53.0,Female,Illinois,High,5,TXN515729,2023-07-20,3073.0,Travel,Paid,Debit Card,92440.0,30581.0,2652,799,Low
CUST115730,42.0,Female,Ohio,Low,12,TXN515730,2022-03-17,248.0,Retail,Paid,Credit Card,59906.0,25200.0,1378,3357,Medium
CUST115731,28.0,Male,Oregon,Medium,13,TXN515731,2022-01-13,2222.0,Online Shopping,Paid,UPI,6975.0,8531.0,2859,1778,Medium
CUST115732,61.0,Male,California,Low,2,TXN515732,2022-05-06,707.0,Groceries,Paid,Bank Transfer,48817.0,4124.0,4978,312,Medium
CUST115733,31.0,Male,Florida,Medium,12,TXN515733,2022-10-22,4527.0,Travel,Paid,UPI,92187.0,73385.0,2823,2498,Low
CUST115734,62.0,Male,Florida,High,9,TXN515734,2023-04-11,2173.0,Travel,Paid,UPI,13083.0,25945.0,1106,2016,High
CUST115735,46.0,Female,Georgia,Medium,6,TXN515735,2023-06-26,580.0,Health,Defaulted,Debit Card,29707.0,35127.0,728,1327,Low
CUST115736,27.0,Male,Ohio,Medium,11,TXN515736,2022-12-06,2953.0,Groceries,Paid,UPI,94103.0,17223.0,1988,1314,Low
CUST115737,67.0,Female,Ohio,Low,5,TXN515737,2023-05-13,1023.0,Entertainment,Paid,Debit Card,31146.0,72909.0,2904,1498,Medium
CUST115738,65.0,Female,Arizona,Medium,1,TXN515738,2022-04-05,3031.0,Utilities,Paid,Debit Card,77343.0,49664.0,2557,1026,High
CUST115739,22.0,Male,New York,Low,12,TXN515739,2022-04-01,3487.0,Health,Paid,Bank Transfer,89400.0,79645.0,4108,1519,Medium
CUST115740,25.0,Male,Oregon,Medium,8,TXN515740,2023-06-13,948.0,Online Shopping,Paid,Bank Transfer,90519.0,26779.0,4141,321,Medium
CUST115741,63.0,Male,Georgia,Medium,14,TXN515741,2022-04-03,1722.0,Groceries,Paid,Credit Card,67332.0,64618.0,4806,3928,High
CUST115742,22.0,Male,Texas,Medium,14,TXN515742,2023-06-23,1586.0,Food,Paid,Credit Card,71257.0,31710.0,2359,2997,Medium
CUST115743,41.0,Male,Arizona,Medium,5,TXN515743,2022-07-26,1655.0,Online Shopping,Paid,Bank Transfer,24686.0,34311.0,1473,1192,Low
CUST115744,57.0,Male,Florida,Medium,6,TXN515744,2022-10-17,2841.0,Entertainment,Paid,Bank Transfer,54224.0,76607.0,4981,2115,Low
CUST115745,43.0,Female,New York,Medium,8,TXN515745,2022-12-30,2591.0,Health,Defaulted,Debit Card,13625.0,32289.0,1067,372,Low
CUST115746,23.0,Female,California,Medium,7,TXN515746,2023-03-07,2442.0,Entertainment,Paid,Credit Card,82068.0,45779.0,2004,785,Low
CUST115747,33.0,Female,Ohio,Medium,7,TXN515747,2023-01-21,2658.0,Health,Defaulted,Bank Transfer,71866.0,41355.0,3081,48,Low
CUST115748,53.0,Female,Georgia,Medium,10,TXN515748,2023-06-02,3432.0,Online Shopping,Paid,Bank Transfer,42651.0,52974.0,4015,297,Medium
CUST115749,29.0,Female,Illinois,Low,5,TXN515749,2022-04-10,2374.0,Retail,Paid,Credit Card,93737.0,42235.0,3506,3008,Medium
CUST115750,28.0,Female,California,Low,12,TXN515750,2023-10-22,1032.0,Retail,Paid,UPI,88685.0,65223.0,2784,119,Low
CUST115751,20.0,Male,Georgia,Low,6,TXN515751,2022-04-20,1508.0,Travel,Paid,Bank Transfer,77467.0,27197.0,4454,2399,Medium
CUST115752,61.0,Female,Georgia,Medium,1,TXN515752,2023-06-24,2098.0,Groceries,Paid,UPI,17263.0,20198.0,4558,1834,Low
CUST115753,54.0,Female,Texas,Low,7,TXN515753,2022-04-10,2041.0,Groceries,Paid,Credit Card,76520.0,37027.0,51,761,High
CUST115754,23.0,Male,New York,Low,4,TXN515754,2023-09-14,2967.0,Retail,Paid,Debit Card,41576.0,67329.0,466,676,Low
CUST115755,36.0,Male,New York,Low,10,TXN515755,2022-03-17,2251.0,Groceries,Paid,Debit Card,54034.0,49954.0,1731,2447,Low
CUST115756,35.0,Male,Washington,Medium,7,TXN515756,2023-09-25,3356.0,Online Shopping,Paid,Credit Card,26762.0,8239.0,1756,3292,Low
CUST115757,33.0,Male,Georgia,Low,12,TXN515757,2022-04-08,3753.0,Retail,Paid,Debit Card,9082.0,18944.0,1992,345,Medium
CUST115758,40.0,Male,Florida,Medium,6,TXN515758,2023-03-24,2724.0,travel,Paid,Bank Transfer,51320.0,15139.0,4198,3231,Low
CUST115759,60.0,Male,Florida,Low,10,TXN515759,2022-05-07,3378.0,Retail,Paid,Debit Card,90445.0,64611.0,578,2830,Low
CUST115760,54.0,Female,New York,High,10,TXN515760,2022-01-26,2366.0,Health,Paid,Bank Transfer,90776.0,75266.0,1763,399,Low
CUST115761,26.0,Female,New York,Medium,12,TXN515761,2023-11-21,2303.0,Entertainment,Paid,Bank Transfer,10648.0,39429.0,4891,834,Medium
CUST115762,20.0,Female,New York,Medium,3,TXN515762,2022-09-08,4054.0,Online Shopping,Paid,UPI,32941.0,29606.0,2214,2998,Medium
CUST115763,25.0,Male,Washington,Low,2,TXN515763,2022-04-28,1539.0,Groceries,Late,UPI,29848.0,42117.0,3970,1112,High
CUST115764,55.0,Male,California,High,13,TXN515764,2023-07-21,3367.0,Health,Paid,Bank Transfer,75346.0,55039.0,682,2700,Medium
CUST115765,21.0,Male,Georgia,Medium,8,TXN515765,2022-05-19,4428.0,Retail,Paid,Debit Card,74264.0,69324.0,451,1386,Low
CUST115766,29.0,Female,Arizona,Medium,4,TXN515766,2023-08-14,3219.0,Utilities,Paid,Debit Card,36342.0,71507.0,396,1317,Low
CUST115767,61.0,Male,Georgia,High,5,TXN515767,2023-04-20,4822.0,Health,Paid,Credit Card,19721.0,49639.0,276,1258,Low
CUST115768,48.0,Female,Georgia,Low,7,TXN515768,2023-11-12,4265.0,Travel,Paid,Bank Transfer,64115.0,62301.0,3470,724,Low
CUST115769,42.0,Male,Illinois,Medium,10,TXN515769,2022-08-15,1148.0,Health,Paid,Debit Card,74006.0,56557.0,520,3340,Low
CUST115770,33.0,Male,Ohio,Medium,12,TXN515770,2022-04-02,774.0,Food,Paid,UPI,76948.0,56119.0,4158,506,Medium
CUST115771,59.0,Male,Washington,Low,4,TXN515771,2023-03-12,2212.0,Health,Paid,UPI,78799.0,41751.0,2359,3716,Low
CUST115772,31.0,Female,Florida,Medium,10,TXN515772,2023-06-05,1479.0,Travel,Paid,Credit Card,42359.0,9213.0,4843,3541,Low
CUST115773,30.0,Male,Texas,High,1,TXN515773,2022-04-03,2564.0,Health,Paid,Credit Card,25154.0,51062.0,3107,330,Low
CUST115774,58.0,Male,California,Medium,12,TXN515774,2022-08-19,4067.0,Online Shopping,Paid,UPI,46093.0,63950.0,906,1893,Low
CUST115775,24.0,Male,Florida,Medium,12,TXN515775,2022-08-05,4140.0,Health,Paid,Credit Card,55280.0,46233.0,2498,514,Low
CUST115776,29.0,Female,New York,Medium,5,TXN515776,2022-10-27,217.0,Utilities,Paid,UPI,5235.0,66886.0,4940,2780,Medium
CUST115777,54.0,Male,Florida,High,10,TXN515777,2023-10-31,1831.0,Health,Paid,Credit Card,93004.0,69845.0,1600,1044,Medium
CUST115778,67.0,Female,Florida,Low,6,TXN515778,2022-05-31,1333.0,Food,Late,Bank Transfer,29826.0,62458.0,2744,1039,Medium
CUST115779,21.0,Male,Oregon,High,2,TXN515779,2022-03-08,3608.0,Groceries,Late,Credit Card,78503.0,25771.0,600,3526,Low
CUST115780,19.0,Male,Arizona,Medium,3,TXN515780,2023-06-15,786.0,Utilities,Paid,Credit Card,56446.0,,1700,3447,Medium
CUST115781,52.0,Female,Oregon,Medium,4,TXN515781,2022-03-27,3361.0,Retail,Paid,UPI,6453.0,15451.0,2909,945,Low
CUST115782,61.0,Male,Ohio,High,11,TXN515782,2022-07-29,1699.0,Entertainment,Late,Debit Card,46579.0,66352.0,2719,610,High
CUST115783,20.0,Female,Texas,Low,4,TXN515783,2022-06-07,2465.0,Entertainment,Paid,Bank Transfer,79619.0,26565.0,4300,910,Medium
CUST115784,21.0,Female,Arizona,Medium,5,TXN515784,2023-12-01,1727.0,Utilities,Paid,Debit Card,11425.0,77869.0,1582,3440,Medium
CUST115785,55.0,Female,Oregon,Medium,11,TXN515785,2023-04-28,2949.0,Travel,Late,Bank Transfer,87817.0,20650.0,1759,2474,Low
CUST115786,29.0,Male,Ohio,Low,9,TXN515786,2022-05-14,1774.0,Groceries,Late,Debit Card,88797.0,22992.0,232,545,Low
CUST115787,36.0,Male,Oregon,High,12,TXN515787,2022-06-28,2111.0,Groceries,Paid,Bank Transfer,68663.0,6109.0,1860,564,Low
CUST115788,27.0,Female,Arizona,Medium,3,TXN515788,2023-08-03,4065.0,Food,Paid,UPI,77879.0,46691.0,1114,3286,Low
CUST115789,18.0,Male,Oregon,Low,12,TXN515789,2022-03-03,4837.0,Health,Paid,Bank Transfer,28277.0,17111.0,4966,3409,Medium
CUST115790,34.0,Female,Florida,Medium,10,TXN515790,2023-01-22,4312.0,Online Shopping,Paid,Bank Transfer,94112.0,29372.0,3995,3722,Low
CUST115791,33.0,Other,Texas,Low,12,TXN515791,2022-01-22,3132.0,Travel,Paid,Bank Transfer,18258.0,68746.0,2150,3420,High
CUST115792,26.0,Female,New York,Low,10,TXN515792,2022-07-07,249.0,Entertainment,Late,UPI,25842.0,26916.0,684,1948,Low
CUST115793,26.0,Male,Illinois,Low,8,TXN515793,2022-09-29,1513.0,Online Shopping,Paid,Debit Card,25634.0,71550.0,3464,277,Medium
CUST115794,26.0,Female,Florida,Low,6,TXN515794,2022-12-23,4658.0,Health,Late,UPI,31309.0,77741.0,4428,112,Low
CUST115795,29.0,Male,Texas,Medium,11,TXN515795,2023-04-12,1797.0,Health,Paid,Credit Card,29340.0,73107.0,3573,3506,Low
CUST115796,58.0,Female,Washington,Low,12,TXN515796,2023-01-18,3987.0,Health,Defaulted,UPI,23727.0,40478.0,2356,2542,Low
CUST115797,32.0,Male,Arizona,Medium,10,TXN515797,2022-04-30,1584.0,Travel,Paid,Bank Transfer,93100.0,15847.0,2465,3616,Low
CUST115798,19.0,Male,Georgia,Low,8,TXN515798,2023-02-19,1474.0,Travel,Paid,Credit Card,39308.0,814.0,1663,3046,High
CUST115799,28.0,Female,California,Medium,8,TXN515799,2022-09-14,4897.0,Entertainment,Paid,UPI,84521.0,35327.0,794,3994,Low
CUST115800,28.0,Female,Oregon,Medium,2,TXN515800,2022-11-12,1014.0,Entertainment,Paid,UPI,32252.0,78055.0,47,1907,Low
CUST115801,25.0,Female,Washington,Medium,6,TXN515801,2022-11-30,2568.0,Health,Paid,Debit Card,97777.0,50726.0,4313,340,Low
CUST115802,,Female,Arizona,Medium,3,TXN515802,2022-09-20,3047.0,Entertainment,Paid,UPI,28019.0,2232.0,1599,658,High
CUST115803,23.0,Male,Florida,Low,8,TXN515803,2023-01-26,1475.0,Food,Paid,UPI,77407.0,66591.0,4524,244,Medium
CUST115804,37.0,Female,Florida,Low,13,TXN515804,2022-03-07,4510.0,Health,Paid,Credit Card,70732.0,63437.0,666,3530,Medium
CUST115805,56.0,Male,Georgia,High,8,TXN515805,2023-05-08,3455.0,Groceries,Late,Debit Card,44861.0,38794.0,3730,2964,Medium
CUST115806,52.0,Female,Georgia,Low,2,TXN515806,2023-06-01,3525.0,Retail,Paid,Credit Card,51722.0,35506.0,1522,20,Low
CUST115807,25.0,Female,Florida,Medium,10,TXN515807,2022-01-23,,Groceries,Paid,Bank Transfer,37523.0,39085.0,4911,3573,Low
CUST115808,67.0,Male,New York,Medium,1,TXN515808,2023-09-05,1640.0,Retail,Paid,UPI,17434.0,64877.0,4326,710,Low
CUST115809,66.0,Female,Ohio,Low,11,TXN515809,2023-09-06,4028.0,Food,Paid,Credit Card,57411.0,69011.0,3474,3302,Medium
CUST115810,60.0,Female,Ohio,Medium,14,TXN515810,2022-02-21,314.0,Food,Defaulted,Bank Transfer,16499.0,64086.0,918,2396,Low
CUST115811,,Female,Texas,Medium,11,TXN515811,2022-07-10,3733.0,Entertainment,Paid,Bank Transfer,94250.0,51020.0,3077,494,Low
CUST115812,36.0,Female,Illinois,High,10,TXN515812,2023-03-05,2758.0,Entertainment,Paid,UPI,23229.0,48560.0,4911,3041,Low
CUST115813,24.0,Female,Washington,Low,5,TXN515813,2023-04-30,3415.0,Online Shopping,Paid,Bank Transfer,67671.0,55947.0,569,813,Low
CUST115814,48.0,Male,Florida,Medium,7,TXN515814,2022-04-10,3986.0,Online Shopping,Late,UPI,88933.0,31796.0,593,2229,Low
CUST115815,35.0,Female,Oregon,Medium,1,TXN515815,2022-09-11,882.0,Travel,Paid,Debit Card,,73850.0,1861,2982,Low
CUST115816,57.0,Female,Arizona,High,4,TXN515816,2022-01-28,4913.0,Groceries,Paid,UPI,57793.0,57140.0,320,3242,Low
CUST115817,31.0,Male,Illinois,Low,8,TXN515817,2022-09-15,1530.0,Online Shopping,Paid,Bank Transfer,95429.0,69873.0,4104,1506,Low
CUST115818,56.0,Male,Illinois,Medium,13,TXN515818,2022-01-08,887.0,Entertainment,Paid,Credit Card,11146.0,67753.0,971,946,Low
CUST115819,53.0,Male,Georgia,Medium,13,TXN515819,2022-03-05,555.0,Travel,Paid,Bank Transfer,95217.0,64476.0,4209,3042,Low
CUST115820,34.0,Male,New York,Low,12,TXN515820,2022-09-24,550.0,Travel,Paid,Credit Card,97694.0,71415.0,4832,1443,Medium
CUST115821,54.0,Male,Ohio,Low,14,TXN515821,2023-02-20,3807.0,Entertainment,Paid,Debit Card,63498.0,19347.0,3433,2980,Low
CUST115822,61.0,Male,California,Medium,9,TXN515822,2023-08-09,811.0,Retail,Defaulted,Credit Card,9065.0,27419.0,2966,1097,Medium
CUST115823,26.0,Female,Texas,Medium,5,TXN515823,2023-06-01,517.0,Food,Paid,UPI,96004.0,38810.0,3623,1527,High
CUST115824,37.0,Female,Washington,Low,5,TXN515824,2023-04-27,2440.0,Travel,Paid,Bank Transfer,14396.0,22318.0,3649,201,Low
CUST115825,62.0,Female,Florida,Medium,14,TXN515825,2023-09-17,3885.0,Online Shopping,Paid,UPI,75728.0,48470.0,2520,158,Medium
CUST115826,45.0,Female,Georgia,Low,11,TXN515826,2023-05-15,4369.0,Utilities,Paid,UPI,49445.0,36244.0,2791,2533,Low
CUST115827,67.0,Male,Arizona,Low,12,TXN515827,2022-09-29,1948.0,Food,Paid,UPI,61443.0,60142.0,4789,3567,High
CUST115828,37.0,Female,Arizona,Medium,7,TXN515828,2022-02-07,4096.0,Retail,Paid,Credit Card,87758.0,50211.0,890,1030,Medium
CUST115829,58.0,Female,Illinois,Low,12,TXN515829,2023-10-20,1015.0,Groceries,Paid,Debit Card,41344.0,31114.0,4579,734,Low
CUST115830,53.0,Female,California,Low,1,TXN515830,2022-10-04,903.0,Entertainment,Paid,Credit Card,85578.0,,3237,2450,Medium
CUST115831,44.0,Male,New York,Medium,11,TXN515831,2022-08-26,611.0,Travel,Paid,Debit Card,28907.0,33965.0,4733,1216,Low
CUST115832,25.0,Male,Illinois,Low,14,TXN515832,2023-01-30,1198.0,Health,Late,Credit Card,25082.0,44045.0,4604,3247,Medium
CUST115833,49.0,Male,Florida,Medium,12,TXN515833,2022-02-02,682.0,Online Shopping,Paid,Debit Card,6938.0,27773.0,973,1498,Low
CUST115834,18.0,Male,Ohio,Low,8,TXN515834,2023-01-26,1576.0,Retail,Paid,Credit Card,66724.0,23988.0,1581,3769,Medium
CUST115835,34.0,Male,Texas,Medium,7,TXN515835,2022-03-26,1187.0,Travel,Paid,Bank Transfer,76102.0,,2683,1601,Low
CUST115836,26.0,Female,California,Medium,10,TXN515836,2022-09-19,2188.0,Groceries,Paid,UPI,52124.0,26766.0,2649,1102,High
CUST115837,37.0,Female,Texas,High,2,TXN515837,2023-09-21,435.0,Online Shopping,Late,Debit Card,56089.0,78383.0,4291,986,Low
CUST115838,62.0,Male,Florida,Medium,11,TXN515838,2022-01-12,206.0,Retail,Late,Bank Transfer,16605.0,68859.0,1716,2920,High
CUST115839,49.0,Female,Ohio,High,11,TXN515839,2022-05-28,936.0,Food,Paid,UPI,76073.0,4895.0,2862,3177,Low
CUST115840,19.0,Female,Oregon,High,1,TXN515840,2023-02-24,218.0,Health,Paid,Bank Transfer,81133.0,8976.0,90,784,Low
CUST115841,49.0,Male,California,High,11,TXN515841,2023-10-19,552.0,Food,Paid,Debit Card,55703.0,23630.0,3643,3741,Low
CUST115842,62.0,Female,Ohio,High,8,TXN515842,2022-03-09,1894.0,Entertainment,Paid,UPI,23274.0,4441.0,1418,3300,Low
CUST115843,26.0,Male,Oregon,High,1,TXN515843,2023-03-09,3626.0,Health,Paid,Debit Card,37865.0,39225.0,4978,2314,Low
CUST115844,47.0,Male,California,Medium,1,TXN515844,2022-12-30,4360.0,Food,Paid,Credit Card,51779.0,51037.0,2325,2016,Low
CUST115845,37.0,Male,New York,Low,6,TXN515845,2023-06-18,2811.0,Retail,Late,Bank Transfer,16565.0,14263.0,1564,1550,Medium
CUST115846,55.0,Female,Washington,High,7,TXN515846,2023-02-14,2315.0,Utilities,Late,Credit Card,73809.0,53768.0,3761,137,Medium
CUST115847,18.0,Male,Florida,Medium,11,TXN515847,2023-06-29,2414.0,Online Shopping,Paid,UPI,20294.0,24842.0,746,3727,Low
CUST115848,22.0,Male,California,Medium,11,TXN515848,2022-04-26,2978.0,Food,Paid,Credit Card,65646.0,64343.0,4709,366,Low
CUST115849,52.0,Male,Washington,Medium,9,TXN515849,2023-04-20,482.0,Health,Paid,UPI,6244.0,16801.0,2018,3476,Medium
CUST115850,53.0,Female,Illinois,Low,7,TXN515850,2022-04-19,380.0,Utilities,Late,Bank Transfer,69663.0,10021.0,22,420,Low
CUST115851,18.0,Female,Washington,Low,10,TXN515851,2023-09-28,3255.0,Health,Paid,Bank Transfer,10839.0,32219.0,1126,2378,Low
CUST115852,31.0,Male,Florida,Medium,8,TXN515852,2023-11-22,2585.0,Retail,Paid,Credit Card,64237.0,71762.0,3475,2826,Low
CUST115853,26.0,Male,Florida,Medium,8,TXN515853,2022-03-25,1221.0,Retail,Paid,Debit Card,76197.0,57855.0,1770,516,Medium
CUST115854,47.0,Female,Illinois,Low,2,TXN515854,2022-08-02,3498.0,Groceries,Paid,Credit Card,31736.0,63388.0,4133,25,Low
CUST115855,41.0,Female,New York,Medium,2,TXN515855,2023-08-07,3276.0,Food,Paid,Bank Transfer,84238.0,62666.0,38,3235,Medium
